EmailSubject,EmailContent,OpenStatus
Special Offer: 46% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 30% off on all products today! This is a limited-time deal.",0
Special Offer: 19% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 18% off on all products today! This is a limited-time deal.",0
Special Offer: 54% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 55% off on all products today! This is a limited-time deal.",0
Special Offer: 23% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 21% off on all products today! This is a limited-time deal.",1
Special Offer: 36% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 56% off on all products today! This is a limited-time deal.",0
Special Offer: 14% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 15% off on all products today! This is a limited-time deal.",0
Special Offer: 26% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 57% off on all products today! This is a limited-time deal.",0
Special Offer: 32% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 27% off on all products today! This is a limited-time deal.",0
Special Offer: 19% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 41% off on all products today! This is a limited-time deal.",1
Special Offer: 44% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 59% off on all products today! This is a limited-time deal.",0
Special Offer: 39% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 53% off on all products today! This is a limited-time deal.",1
Special Offer: 53% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 54% off on all products today! This is a limited-time deal.",1
Special Offer: 34% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 18% off on all products today! This is a limited-time deal.",1
Special Offer: 48% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 60% off on all products today! This is a limited-time deal.",1
Special Offer: 12% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 38% off on all products today! This is a limited-time deal.",1
Special Offer: 40% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 54% off on all products today! This is a limited-time deal.",1
Special Offer: 10% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 27% off on all products today! This is a limited-time deal.",0
Special Offer: 41% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 57% off on all products today! This is a limited-time deal.",0
Special Offer: 58% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 23% off on all products today! This is a limited-time deal.",0
Special Offer: 60% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 45% off on all products today! This is a limited-time deal.",0
Special Offer: 24% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 28% off on all products today! This is a limited-time deal.",1
Special Offer: 32% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 20% off on all products today! This is a limited-time deal.",0
Special Offer: 20% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 15% off on all products today! This is a limited-time deal.",0
Special Offer: 59% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 20% off on all products today! This is a limited-time deal.",0
Special Offer: 59% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 22% off on all products today! This is a limited-time deal.",0
Special Offer: 13% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 41% off on all products today! This is a limited-time deal.",0
Special Offer: 32% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 10% off on all products today! This is a limited-time deal.",0
Special Offer: 54% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 33% off on all products today! This is a limited-time deal.",0
Special Offer: 50% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 10% off on all products today! This is a limited-time deal.",0
Special Offer: 22% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 50% off on all products today! This is a limited-time deal.",0
Special Offer: 37% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 57% off on all products today! This is a limited-time deal.",1
Special Offer: 24% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 33% off on all products today! This is a limited-time deal.",0
Special Offer: 34% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 47% off on all products today! This is a limited-time deal.",0
Special Offer: 14% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 42% off on all products today! This is a limited-time deal.",0
Special Offer: 29% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 12% off on all products today! This is a limited-time deal.",1
Special Offer: 13% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 36% off on all products today! This is a limited-time deal.",0
Special Offer: 16% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 12% off on all products today! This is a limited-time deal.",0
Special Offer: 52% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 27% off on all products today! This is a limited-time deal.",1
Special Offer: 55% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 33% off on all products today! This is a limited-time deal.",0
Special Offer: 24% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 47% off on all products today! This is a limited-time deal.",0
Special Offer: 40% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 48% off on all products today! This is a limited-time deal.",0
Special Offer: 30% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 52% off on all products today! This is a limited-time deal.",0
Special Offer: 37% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 53% off on all products today! This is a limited-time deal.",1
Special Offer: 28% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 31% off on all products today! This is a limited-time deal.",0
Special Offer: 31% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 26% off on all products today! This is a limited-time deal.",0
Special Offer: 43% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 41% off on all products today! This is a limited-time deal.",1
Special Offer: 36% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 25% off on all products today! This is a limited-time deal.",0
Special Offer: 20% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 41% off on all products today! This is a limited-time deal.",1
Special Offer: 44% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 57% off on all products today! This is a limited-time deal.",0
Special Offer: 19% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 60% off on all products today! This is a limited-time deal.",1
Special Offer: 30% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 43% off on all products today! This is a limited-time deal.",1
Special Offer: 47% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 20% off on all products today! This is a limited-time deal.",1
Special Offer: 52% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 28% off on all products today! This is a limited-time deal.",0
Special Offer: 48% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 32% off on all products today! This is a limited-time deal.",1
Special Offer: 13% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 34% off on all products today! This is a limited-time deal.",1
Special Offer: 20% Discount Today!,"Dear customer, don't miss out on our exclusive offer of 34% off on all products today! This is a limited-time deal.",1
